lat,lon,inUS,Within 500mi of Riyadh,Distance_from_Riyadh(in mi),Within 500mi of Tokyo,Distance_from_Tokyo(in mi),Within 500mi of Mexico City,Distance_from_Mexico City(in mi),Within 500mi of Lima,Distance_from_Lima(in mi),Within 500mi of Reykjavik,Distance_from_Reykjavik(in mi),Within 500mi of Zurich,Distance_from_Zurich(in mi),Within 500mi of Sydney,Distance_from_Sydney(in mi)
-19.2,25.95,N,N,"3,337.202",N,"8,297.186",N,"8,871.455",N,"6,770.534",N,"6,296.89",N,"4,724.53",N,"7,297.557"
-19.05444,124.8606,N,N,"6,054.869",N,"3,905.596",N,"9,574.784",N,"9,820.089",N,"8,960.595",N,"8,401.131",N,"1,916.054"
-19.01634,146.4083,N,N,"7,340.225",N,"3,804.37",N,"8,189.201",N,"8,780.884",N,"9,270.83",N,"9,368.898",N,"1,068.948"
-19.0,-43.433334,N,N,"6,769.45",N,"11,267.191",N,"4,613.828",N,"2,284.781",N,"5,858.849",N,"5,602.451",N,"8,657.282"
-18.98611,125.5103,N,N,"6,090.538",N,"3,890.614",N,"9,532.107",N,"9,798.367",N,"8,969.165",N,"8,428.044",N,"1,885.485"
-18.89361,126.2428,N,N,"6,130.401",N,"3,873.18",N,"9,483.818",N,"9,774.024",N,"8,977.555",N,"8,457.59",N,"1,852.072"
-18.8775,125.9208,N,N,"6,111.095",N,"3,876.966",N,"9,504.474",N,"9,787.909",N,"8,970.161",N,"8,441.85",N,"1,869.159"
-18.86861,-159.8,N,N,"10,688.153",N,"5,459.666",N,"4,888.839",N,"5,484.34",N,"8,750.256",N,"10,360.373",N,"3,171.608"
-18.82361,128.6039,N,N,"6,266.711",N,"3,836.083",N,"9,330.501",N,"9,678.829",N,"9,017.84",N,"8,563.57",N,"1,737.143"
-18.7925,127.2075,N,N,"6,183.748",N,"3,852.423",N,"9,420.405",N,"9,739.744",N,"8,989.556",N,"8,497.422",N,"1,807.839"
-18.77972,126.4475,N,N,"6,138.845",N,"3,862.476",N,"9,469.41",N,"9,771.837",N,"8,974.045",N,"8,461.551",N,"1,846.665"
-18.76861,126.0364,N,N,"6,114.464",N,"3,867.888",N,"9,495.883",N,"9,789.166",N,"8,965.266",N,"8,441.924",N,"1,867.996"
-18.72,126.7547,N,N,"6,154.987",N,"3,853.966",N,"9,448.919",N,"9,762.417",N,"8,976.065",N,"8,472.895",N,"1,833.789"
-18.71139,126.7164,N,N,"6,152.478",N,"3,853.941",N,"9,451.305",N,"9,764.46",N,"8,974.756",N,"8,470.699",N,"1,836.097"
-18.6575,125.7081,N,N,"6,091.825",N,"3,865.477",N,"9,515.972",N,"9,808.451",N,"8,951.467",N,"8,421.268",N,"1,889.528"
-18.633333,146.33333,N,N,"7,326.127",N,"3,777.521",N,"8,188.308",N,"8,799.206",N,"9,243.967",N,"9,345.568",N,"1,095.775"
-18.566668,146.23334,N,N,"7,318.358",N,"3,772.203",N,"8,193.704",N,"8,807.202",N,"9,238.59",N,"9,337.821",N,"1,101.927"
-18.483334,21.983334,N,N,"3,414.788",N,"8,494.239",N,"8,607.409",N,"6,532.917",N,"6,168.646",N,"4,625.498",N,"7,512.699"
-18.4746,-70.29792,N,N,"8,403.497",N,"10,252.616",N,"3,267.798",N,631.896,N,"6,258.998",N,"6,649.98",N,"7,903.111"
-18.416668,-69.666664,N,N,"8,362.936",N,"10,282.076",N,"3,290.458",N,659.858,N,"6,241.798",N,"6,619.385",N,"7,931.189"
-18.40722,127.8967,N,N,"6,212.484",N,"3,816.99",N,"9,371.661",N,"9,730.93",N,"8,977.113",N,"8,510.504",N,"1,790.92"
-18.333332,-69.666664,N,N,"8,361.135",N,"10,278.402",N,"3,285.978",N,656.113,N,"6,236.348",N,"6,615.092",N,"7,935.801"
-18.31111,125.6178,N,N,"6,075.746",N,"3,843.654",N,"9,518.143",N,"9,830.96",N,"8,926.865",N,"8,400.193",N,"1,909.22"
-18.3,21.8,N,N,"3,409.901",N,"8,497.978",N,"8,593.131",N,"6,524.395",N,"6,152.94",N,"4,610.972",N,"7,530.159"
-18.266666,21.783333,N,N,"3,408.468",N,"8,497.721",N,"8,591.602",N,"6,523.903",N,"6,150.415",N,"4,608.518",N,"7,532.593"
-18.19714,125.56663,N,N,"6,069.195",N,"3,836.82",N,"9,520.216",N,"9,839.23",N,"8,918.345",N,"8,392.254",N,"1,916.813"
-18.15972,125.7614,N,N,"6,079.44",N,"3,831.243",N,"9,507.183",N,"9,833.354",N,"8,919.727",N,"8,399.468",N,"1,908.606"
-18.15,142.86667,N,N,"7,102.523",N,"3,725.05",N,"8,403.289",N,"9,007.291",N,"9,179.223",N,"9,171.763",N,"1,203.074"
-18.055248,-163.20885,N,N,"10,458.398",N,"5,261.332",N,"5,058.278",N,"5,714.034",N,"8,776.635",N,"10,357.938",N,"3,005.951"
-18.0,-44.0,N,N,"6,776.113",N,"11,192.956",N,"4,545.724",N,"2,240.068",N,"5,796.71",N,"5,564.563",N,"8,714.146"
-17.88778,125.6242,N,N,"6,062.924",N,"3,815.165",N,"9,513.028",N,"9,853.68",N,"8,899.099",N,"8,379.801",N,"1,927.563"
-17.75972,126.7508,N,N,"6,125.197",N,"3,789.336",N,"9,438.491",N,"9,813.752",N,"8,912.563",N,"8,425.736",N,"1,877.013"
-17.716667,145.93333,N,N,"7,278.642",N,"3,711.66",N,"8,200.005",N,"8,855.144",N,"9,177.872",N,"9,280.203",N,"1,163.767"
-17.7,146.01666,N,N,"7,283.324",N,"3,711.114",N,"8,194.402",N,"8,851.1",N,"9,177.412",N,"9,282.832",N,"1,163.443"
-17.566668,146.01666,N,N,"7,279.95",N,"3,701.958",N,"8,192.336",N,"8,855.966",N,"9,168.271",N,"9,275.753",N,"1,172.341"
-17.52209,146.03102,N,N,"7,279.701",N,"3,699.001",N,"8,190.721",N,"8,856.786",N,"9,165.331",N,"9,273.989",N,"1,175.074"
-17.516666,145.0,N,N,"7,216.412",N,"3,691.734",N,"8,256.845",N,"8,914.492",N,"9,156.228",N,"9,230.117",N,"1,194.434"
-17.5,20.833332,N,N,"3,395.325",N,"8,523.406",N,"8,519.628",N,"6,476.18",N,"6,081.197",N,"4,546.054",N,"7,613.852"
-17.48882,140.8382,N,N,"6,961.753",N,"3,674.468",N,"8,524.178",N,"9,142.713",N,"9,112.202",N,"9,049.213",N,"1,302.115"
-17.366667,144.88333,N,N,"7,205.429",N,"3,680.71",N,"8,262.034",N,"8,926.547",N,"9,144.928",N,"9,217.236",N,"1,206.644"
-17.35,145.68333,N,N,"7,254.017",N,"3,684.716",N,"8,210.367",N,"8,882.527",N,"9,150.67",N,"9,250.197",N,"1,192.576"
-17.333332,19.333332,N,N,"3,438.736",N,"8,601.462",N,"8,420.563",N,"6,382.804",N,"6,041.295",N,"4,519.965",N,"7,688.528"
-17.17472,124.5997,N,N,"5,980.428",N,"3,784.389",N,"9,571.148",N,"9,934.061",N,"8,831.743",N,"8,297.287",N,"2,010.929"
-17.1497,125.4627,N,N,"6,030.415",N,"3,768.303",N,"9,514.772",N,"9,900.176",N,"8,847.257",N,"8,336.09",N,"1,968.731"
-17.066668,15.733333,N,N,"3,560.062",N,"8,793.206",N,"8,184.832",N,"6,155.27",N,"5,957.632",N,"4,473.97",N,"7,856.914"
-17.02939,128.2107,N,N,"6,189.251",N,"3,719.583",N,"9,334.808",N,"9,788.479",N,"8,891.599",N,"8,457.13",N,"1,839.922"
-17.0,13.666667,N,N,"3,639.913",N,"8,906.077",N,"8,050.987",N,"6,022.708",N,"5,917.565",N,"4,458.418",N,"7,946.117"
-17.0,16.666668,N,N,"3,519.797",N,"8,738.578",N,"8,243.808",N,"6,216.466",N,"5,969.837",N,"4,475.533",N,"7,821.011"
-17.0,18.166668,N,N,"3,462.592",N,"8,654.641",N,"8,340.372",N,"6,313.101",N,"5,997.293",N,"4,486.961",N,"7,756.627"
-17.0,22.0,N,N,"3,325.869",N,"8,439.772",N,"8,587.571",N,"6,559.243",N,"6,071.301",N,"4,524.731",N,"7,586.968"
-16.883333,145.66667,N,N,"7,241.082",N,"3,652.536",N,"8,204.09",N,"8,900.439",N,"9,118.547",N,"9,224.654",N,"1,223.943"
-16.75,145.66667,N,N,"7,237.667",N,"3,643.375",N,"8,201.966",N,"8,905.262",N,"9,109.408",N,"9,217.538",N,"1,232.831"
-16.72111,125.9275,N,N,"6,044.516",N,"3,732.115",N,"9,479.165",N,"9,903.654",N,"8,828.057",N,"8,336.485",N,"1,965.254"
-16.701029,-49.266792,N,N,"7,061.368",N,"11,012.195",N,"4,205.914",N,"1,885.265",N,"5,772.097",N,"5,685.616",N,"8,690.1"
-16.666668,12.333333,N,N,"3,677.901",N,"8,967.847",N,"7,959.865",N,"5,940.941",N,"5,873.174",N,"4,430.287",N,"8,018.364"
-16.666668,15.0,N,N,"3,567.36",N,"8,819.349",N,"8,131.254",N,"6,113.737",N,"5,918.136",N,"4,442.127",N,"7,909.012"
-16.65,143.9,N,N,"7,126.656",N,"3,626.012",N,"8,314.181",N,"9,007.956",N,"9,086.898",N,"9,137.532",N,"1,274.34"
-16.510086,15.435258,N,N,"3,541.243",N,"8,789.238",N,"8,156.724",N,"6,144.192",N,"5,915.316",N,"4,433.866",N,"7,899.133"
-16.5,14.333333,N,N,"3,585.431",N,"8,850.307",N,"8,085.639",N,"6,072.965",N,"5,895.504",N,"4,427.11",N,"7,945.717"
-16.5,16.333332,N,N,"3,504.963",N,"8,738.724",N,"8,214.401",N,"6,202.449",N,"5,930.599",N,"4,438.886",N,"7,861.647"
-16.5,18.666668,N,N,"3,415.396",N,"8,608.242",N,"8,364.842",N,"6,353.154",N,"5,973.517",N,"4,456.948",N,"7,760.851"
-16.253332,133.36932,N,N,"6,475.144",N,"3,612.658",N,"8,989.461",N,"9,582.437",N,"8,927.459",N,"8,653.739",N,"1,647.103"
-16.211945,-44.430832,N,N,"6,753.09",N,"11,066.358",N,"4,456.543",N,"2,201.929",N,"5,679.631",N,"5,476.788",N,"8,825.007"
-16.067,-49.888,N,N,"7,082.781",N,"10,956.333",N,"4,147.187",N,"1,839.993",N,"5,737.592",N,"5,673.853",N,"8,715.903"
-16.0,20.0,N,N,"3,337.507",N,"8,515.068",N,"8,443.109",N,"6,447.183",N,"5,965.93",N,"4,435.179",N,"7,727.597"
-15.983333,144.08333,N,N,"7,120.505",N,"3,581.01",N,"8,291.727",N,"9,022.376",N,"9,043.008",N,"9,109.922",N,"1,313.943"
-15.947612,19.383202,N,N,"3,357.144",N,"8,547.652",N,"8,402.402",N,"6,408.179",N,"5,950.571",N,"4,425.638",N,"7,757.757"
-15.866667,-54.666668,N,N,"7,372.032",N,"10,803.726",N,"3,881.88",N,"1,522.909",N,"5,794.419",N,"5,851.662",N,"8,599.839"
-15.833333,14.166667,N,N,"3,556.285",N,"8,834.519",N,"8,063.79",N,"6,071.671",N,"5,848.15",N,"4,380.35",N,"7,988.541"
-15.783333,-47.916668,N,N,"6,954.328",N,"10,982.093",N,"4,245.097",N,"1,969.047",N,"5,692.294",N,"5,582.239",N,"8,780.814"
-15.666667,-55.3,N,N,"7,406.137",N,"10,770.346",N,"3,840.06",N,"1,479.423",N,"5,791.069",N,"5,866.338",N,"8,593.506"
-15.666667,13.166667,N,N,"3,589.424",N,"8,883.755",N,"7,996.506",N,"6,008.934",N,"5,820.052",N,"4,364.365",N,"8,038.995"
-15.666667,16.166668,N,N,"3,465.474",N,"8,716.847",N,"8,190.02",N,"6,204.094",N,"5,872.178",N,"4,380.487",N,"7,912.828"
-15.596,-56.097,N,N,"7,453.709",N,"10,738.355",N,"3,795.222",N,"1,426.198",N,"5,799.252",N,"5,894.945",N,"8,573.75"
-15.47362,141.74567,N,N,"6,963.418",N,"3,536.958",N,"8,434.641",N,"9,172.163",N,"8,984.928",N,"8,983.246",N,"1,402.212"
-15.333333,15.166667,N,N,"3,487.849",N,"8,759.929",N,"8,119.84",N,"6,143.972",N,"5,832.192",N,"4,351.3",N,"7,973.193"
-15.332072,12.660025,N,N,"3,593.399",N,"8,899.054",N,"7,958.063",N,"5,980.548",N,"5,789.22",N,"4,339.336",N,"8,078.012"
-15.196111,12.152222,N,N,"3,608.263",N,"8,921.933",N,"7,922.941",N,"5,949.254",N,"5,771.739",N,"4,328.22",N,"8,106.215"
-15.166667,14.0,N,N,"3,527.473",N,"8,818.407",N,"8,041.648",N,"6,070.325",N,"5,800.787",N,"4,333.601",N,"8,031.353"
-15.0,13.333333,N,N,"3,546.929",N,"8,848.982",N,"7,995.708",N,"6,029.156",N,"5,778.295",N,"4,319.087",N,"8,068.179"
-15.0,14.5,N,N,"3,497.511",N,"8,784.264",N,"8,071.059",N,"6,105.343",N,"5,798.302",N,"4,324.645",N,"8,019.232"
-15.0,17.666668,N,N,"3,368.961",N,"8,607.987",N,"8,275.848",N,"6,311.705",N,"5,855.345",N,"4,345.751",N,"7,882.592"
-15.0,19.0,N,N,"3,317.447",N,"8,533.546",N,"8,362.184",N,"6,398.393",N,"5,880.528",N,"4,357.246",N,"7,823.496"
-14.916667,13.5,N,N,"3,535.38",N,"8,836.537",N,"8,005.012",N,"6,041.221",N,"5,775.551",N,"4,314.063",N,"8,065.728"
-14.833333,12.5,N,N,"3,574.127",N,"8,888.673",N,"7,938.976",N,"5,976.991",N,"5,753.19",N,"4,304.355",N,"8,111.722"
-14.75,13.75,N,N,"3,515.851",N,"8,816.256",N,"8,018.24",N,"6,059.923",N,"5,768.68",N,"4,303.703",N,"8,064.232"
-14.695307,15.000136,N,N,"3,460.187",N,"8,744.797",N,"8,098.103",N,"6,142.416",N,"5,786.741",N,"4,306.421",N,"8,014.215"
-14.666667,13.166667,N,N,"3,536.465",N,"8,845.338",N,"7,979.08",N,"6,022.94",N,"5,753.198",N,"4,295.405",N,"8,093.124"
-14.666667,15.833333,N,N,"3,424.162",N,"8,697.397",N,"8,151.509",N,"6,197.249",N,"5,799.654",N,"4,309.541",N,"7,979.949"
-14.666667,17.0,N,N,"3,376.857",N,"8,632.467",N,"8,227.03",N,"6,273.37",N,"5,820.87",N,"4,317.695",N,"7,929.211"
-14.661639,17.688225,N,N,"3,349.222",N,"8,593.923",N,"8,271.517",N,"6,318.311",N,"5,833.3",N,"4,322.719",N,"7,899.208"
-14.533333,132.78334,N,N,"6,390.002",N,"3,499.405",N,"9,001.514",N,"9,689.785",N,"8,802.784",N,"8,539.825",N,"1,764.593"
-14.333333,16.333332,N,N,"3,385.479",N,"8,656.794",N,"8,178.095",N,"6,234.871",N,"5,786.517",N,"4,289.984",N,"7,975.781"
-14.27959,135.7385,N,N,"6,562.681",N,"3,462.021",N,"8,805.152",N,"9,546.94",N,"8,829.587",N,"8,658.66",N,"1,664.846"
-14.166667,14.0,N,N,"3,474.163",N,"8,779.801",N,"8,024.082",N,"6,084.601",N,"5,734.029",N,"4,264.694",N,"8,084.962"
-14.166667,15.0,N,N,"3,431.708",N,"8,724.399",N,"8,088.816",N,"6,150.111",N,"5,751.508",N,"4,270.032",N,"8,042.279"
-14.0,13.166667,N,N,"3,501.383",N,"8,819.365",N,"7,967.163",N,"6,032.31",N,"5,708.633",N,"4,249.433",N,"8,129.076"
-14.0,14.5,N,N,"3,443.935",N,"8,745.632",N,"8,053.474",N,"6,119.77",N,"5,731.602",N,"4,255.773",N,"8,072.562"
-14.0,21.333332,N,N,"3,173.161",N,"8,365.176",N,"8,496.724",N,"6,566.279",N,"5,860.294",N,"4,312.925",N,"7,768.177"
-13.833333,15.166667,N,N,"3,406.77",N,"8,702.21",N,"8,093.682",N,"6,165.9",N,"5,732.254",N,"4,248.069",N,"8,052.741"
-13.833333,15.833333,N,N,"3,378.854",N,"8,665.242",N,"8,136.891",N,"6,209.596",N,"5,744.199",N,"4,252.239",N,"8,023.813"
-13.82077,131.83295,N,N,"6,311.515",N,"3,459.337",N,"9,051.803",N,"9,770.159",N,"8,739.869",N,"8,460.592",N,"1,842.474"
-13.666667,19.833332,N,N,"3,209.953",N,"8,436.206",N,"8,393.532",N,"6,473.856",N,"5,808.497",N,"4,274.12",N,"7,853.862"
-13.5,13.833333,N,N,"3,446.076",N,"8,762.92",N,"8,001.263",N,"6,083.185",N,"5,686.643",N,"4,217.947",N,"8,127.678"
-13.5,17.333332,N,N,"3,299.021",N,"8,569.001",N,"8,228.258",N,"6,312.895",N,"5,749.595",N,"4,240.194",N,"7,975.127"
-13.333333,14.833333,N,N,"3,394.15",N,"8,701.109",N,"8,063.054",N,"6,151.313",N,"5,693.021",N,"4,211.711",N,"8,093.587"
-13.316667,-57.86667,N,N,"7,505.754",N,"10,541.997",N,"3,604.869",N,"1,295.669",N,"5,676.714",N,"5,844.511",N,"8,655.641"
-13.166667,13.0,N,N,"3,465.16",N,"8,795.682",N,"7,941.133",N,"6,033.079",N,"5,650.098",N,"4,191.282",N,"8,180.921"
-13.166667,14.333333,N,N,"3,406.8",N,"8,722.175",N,"8,027.58",N,"6,120.849",N,"5,673.1",N,"4,197.494",N,"8,124"
-13.166667,15.5,N,N,"3,356.872",N,"8,657.679",N,"8,103.267",N,"6,197.569",N,"5,693.82",N,"4,204.247",N,"8,073.379"
-13.087612,142.94759,N,N,"6,973.367",N,"3,376.172",N,"8,315.959",N,"9,191.461",N,"8,834.206",N,"8,906.647",N,"1,527.763"
-13.0,-56.0,N,N,"7,381.125",N,"10,587.526",N,"3,691.461",N,"1,420.851",N,"5,623.827",N,"5,749.514",N,"8,735.479"
-13.0,13.833333,N,N,"3,419.769",N,"8,743.164",N,"7,992.08",N,"6,090.329",N,"5,653.263",N,"4,183.49",N,"8,154.346"
-13.0,14.666667,N,N,"3,383.574",N,"8,697.186",N,"8,046.141",N,"6,145.195",N,"5,667.853",N,"4,187.823",N,"8,118.429"
-13.0,15.333333,N,N,"3,355.012",N,"8,660.344",N,"8,089.405",N,"6,189.061",N,"5,679.728",N,"4,191.74",N,"8,089.419"
-13.0,15.833333,N,N,"3,333.827",N,"8,632.679",N,"8,121.861",N,"6,221.945",N,"5,688.751",N,"4,194.942",N,"8,067.504"
-13.0,16.166668,N,N,"3,319.818",N,"8,614.221",N,"8,143.503",N,"6,243.859",N,"5,694.822",N,"4,197.201",N,"8,052.82"
-12.983333,-38.516666,N,N,"6,300.977",N,"10,864.037",N,"4,691.184",N,"2,597.358",N,"5,400.614",N,"5,077.101",N,"9,135.479"
-12.853995,13.928248,N,N,"3,407.949",N,"8,732.137",N,"7,995.53",N,"6,098.671",N,"5,645.165",N,"4,173.891",N,"8,158.043"
-12.85,-38.85,N,N,"6,317.429",N,"10,856.125",N,"4,667.022",N,"2,575.428",N,"5,394.357",N,"5,080.864",N,"9,140.189"
-12.848689,20.932663,N,N,"3,121.614",N,"8,343.32",N,"8,450.536",N,"6,558.911",N,"5,776.337",N,"4,229.996",N,"7,844.332"
-12.833333,13.5,N,N,"3,425.69",N,"8,754.901",N,"7,967.364",N,"6,070.74",N,"5,636.373",N,"4,170.445",N,"8,177.505"
-12.833333,14.833333,N,N,"3,367.543",N,"8,681.392",N,"8,053.883",N,"6,158.59",N,"5,659.698",N,"4,177.291",N,"8,119.995"
-12.833333,16.333332,N,N,"3,303.821",N,"8,598.44",N,"8,151.278",N,"6,257.306",N,"5,686.794",N,"4,186.916",N,"8,054.134"
-12.776111,15.739167,N,N,"3,325.768",N,"8,629.072",N,"8,111.638",N,"6,219.065",N,"5,672.146",N,"4,178.926",N,"8,083.359"
-12.75,28.566668,N,N,"2,860.206",N,"7,912.245",N,"8,945.848",N,"7,058.479",N,"5,933.66",N,"4,333.364",N,"7,481.647"
-12.7,143.3,N,N,"6,984.734",N,"3,350.957",N,"8,286.044",N,"9,184.546",N,"8,811.066",N,"8,900.336",N,"1,545.907"
-12.666667,-38.5,N,N,"6,290.701",N,"10,842.132",N,"4,682.092",N,"2,599.689",N,"5,378.77",N,"5,057.799",N,"9,157.173"
-12.666667,15.166667,N,N,"3,344.341",N,"8,656.386",N,"8,072.439",N,"6,182.979",N,"5,654.54",N,"4,167.786",N,"8,114.225"
-12.583333,16.5,N,N,"3,283.308",N,"8,579.365",N,"8,157.507",N,"6,272.014",N,"5,673.247",N,"4,170.939",N,"8,059.725"
-12.578333,13.407222,N,N,"3,416.504",N,"8,749.828",N,"7,956.575",N,"6,068.245",N,"5,617.742",N,"4,152.449",N,"8,195.087"
-12.5,15.5,N,N,"3,321.165",N,"8,631.369",N,"8,090.993",N,"6,207.39",N,"5,649.441",N,"4,158.391",N,"8,108.336"
-12.5,15.666667,N,N,"3,314.047",N,"8,622.162",N,"8,101.82",N,"6,218.373",N,"5,652.458",N,"4,159.466",N,"8,100.991"
-12.5,17.0,N,N,"3,257.929",N,"8,548.388",N,"8,188.463",N,"6,306.179",N,"5,676.992",N,"4,168.965",N,"8,041.711"
-12.5,17.75,N,N,"3,227.032",N,"8,506.807",N,"8,237.218",N,"6,355.526",N,"5,691.098",N,"4,175.012",N,"8,007.966"
-12.45722,130.83664,N,N,"6,210.763",N,"3,376.778",N,"9,093.194",N,"9,882.375",N,"8,632.264",N,"8,345.723",N,"1,958.005"
-12.433333,130.83333,N,N,"6,209.856",N,"3,375.189",N,"9,092.981",N,"9,883.615",N,"8,630.609",N,"8,344.344",N,"1,959.451"
-12.383333,16.933332,N,N,"3,254.355",N,"8,547.478",N,"8,181.97",N,"6,303.553",N,"5,668.002",N,"4,160.444",N,"8,050.725"
-12.34989,17.303102,N,N,"3,237.184",N,"8,525.675",N,"8,205.39",N,"6,328.407",N,"5,672.705",N,"4,161.05",N,"8,035.836"
-12.333333,14.166667,N,N,"3,370.171",N,"8,698.251",N,"8,001.272",N,"6,121.874",N,"5,614.586",N,"4,139.222",N,"8,175.376"
-12.25098,136.89449,N,N,"6,576.272",N,"3,317.154",N,"8,694.798",N,"9,566.397",N,"8,708.02",N,"8,603.283",N,"1,745.458"
-12.18652,136.78201,N,N,"6,567.52",N,"3,313.129",N,"8,700.952",N,"9,575.178",N,"8,702.171",N,"8,594.982",N,"1,753.022"
-12.166667,13.833333,N,N,"3,376.169",N,"8,709.905",N,"7,976.476",N,"6,102.254",N,"5,597.634",N,"4,126.064",N,"8,198.648"
-12.166667,15.333333,N,N,"3,310.564",N,"8,627.315",N,"8,073.928",N,"6,201.303",N,"5,624.241",N,"4,134.41",N,"8,133.126"
-12.166667,17.333332,N,N,"3,225.934",N,"8,516.765",N,"8,203.949",N,"6,333.182",N,"5,661.117",N,"4,148.724",N,"8,043.898"
-12.166667,20.0,N,N,"3,118.576",N,"8,368.72",N,"8,377.44",N,"6,508.668",N,"5,712.697",N,"4,173.407",N,"7,921.826"
-12.116667,-38.433334,N,N,"6,270.534",N,"10,803.923",N,"4,668.671",N,"2,606.656",N,"5,340.507",N,"5,022.97",N,"9,195.334"
-12.083333,-45.583332,N,N,"6,709.496",N,"10,771.875",N,"4,243.806",N,"2,124.796",N,"5,412.081",N,"5,282.992",N,"9,073.772"
-12.0,-42.0,N,N,"6,486.072",N,"10,796.15",N,"4,451.882",N,"2,366.807",N,"5,366.257",N,"5,144.091",N,"9,149.181"
-12.0,16.0,N,N,"3,273.053",N,"8,583.883",N,"8,114.125",N,"6,247.763",N,"5,625.273",N,"4,127.323",N,"8,112.281"
-12.0,16.833332,N,N,"3,237.749",N,"8,537.835",N,"8,168.314",N,"6,302.743",N,"5,640.682",N,"4,133.365",N,"8,075"
-12.0,18.333332,N,N,"3,175.712",N,"8,454.755",N,"8,265.889",N,"6,401.613",N,"5,669.103",N,"4,145.823",N,"8,007.01"
-12.0,23.0,N,N,"2,996.312",N,"8,194.992",N,"8,569.692",N,"6,708.347",N,"5,762.938",N,"4,197.385",N,"7,788.744"
-11.833333,15.0,N,N,"3,307.372",N,"8,632.352",N,"8,045.957",N,"6,184.172",N,"5,596.044",N,"4,109.438",N,"8,165.276"
-11.833333,20.666668,N,N,"3,073.851",N,"8,318.555",N,"8,414.653",N,"6,557.824",N,"5,704.024",N,"4,157.846",N,"7,907.405"
-11.833333,21.333332,N,N,"3,048.344",N,"8,281.437",N,"8,458.063",N,"6,601.66",N,"5,717.528",N,"4,165.429",N,"7,876.067"
-11.783333,19.916668,N,N,"3,100.263",N,"8,358.302",N,"8,364.888",N,"6,509.267",N,"5,685.727",N,"4,146.371",N,"7,944.928"
-11.766667,27.233334,N,N,"2,839.55",N,"7,949.138",N,"8,841.173",N,"6,989.501",N,"5,839.528",N,"4,244.792",N,"7,593.863"
-11.666667,16.166668,N,N,"3,248.085",N,"8,561.377",N,"8,118.651",N,"6,263.727",N,"5,606.173",N,"4,105.576",N,"8,122.139"
-11.666667,22.0,N,N,"3,013.682",N,"8,237.762",N,"8,498.369",N,"6,648.198",N,"5,720.227",N,"4,162.078",N,"7,852.737"
-11.666667,27.466667,N,N,"2,826.145",N,"7,932.193",N,"8,854.517",N,"7,006.537",N,"5,838.253",N,"4,242.024",N,"7,586.994"
-11.65,133.38834,N,N,"6,343.36",N,"3,296.677",N,"8,912.172",N,"9,782.874",N,"8,618.081",N,"8,417.746",N,"1,903.448"
-11.5,14.0,N,N,"3,334.064",N,"8,673.868",N,"7,974.562",N,"6,122.849",N,"5,556.061",N,"4,080.959",N,"8,226.683"
-11.5,14.75,N,N,"3,300.796",N,"8,632.691",N,"8,023.327",N,"6,172.5",N,"5,569.358",N,"4,085.027",N,"8,193.768"
-11.416667,130.66667,N,N,"6,169.634",N,"3,307.886",N,"9,085.076",N,"9,937.411",N,"8,559.732",N,"8,284.347",N,"2,022.307"
-11.383333,-37.86667,N,N,"6,214.319",N,"10,750.592",N,"4,679.902",N,"2,648.923",N,"5,285.45",N,"4,959.779",N,"9,252.253"
-11.333333,15.333333,N,N,"3,266.424",N,"8,593.896",N,"8,058.059",N,"6,213.547",N,"5,568.763",N,"4,077.084",N,"8,176.645"
-11.333333,17.25,N,N,"3,184.145",N,"8,488.238",N,"8,182.777",N,"6,340.324",N,"5,604.254",N,"4,090.888",N,"8,090.431"
-11.333333,20.333332,N,N,"3,058.573",N,"8,317.396",N,"8,383.53",N,"6,543.858",N,"5,664.338",N,"4,120.101",N,"7,947.946"
-11.266667,-37.766666,N,N,"6,204.758",N,"10,741.996",N,"4,682.342",N,"2,656.396",N,"5,276.62",N,"4,949.378",N,"9,261.407"
-11.206048,13.843713,N,N,"3,325.834",N,"8,670.498",N,"7,958.706",N,"6,116.718",N,"5,533.702",N,"4,059.922",N,"8,249.029"
-11.166667,14.5,N,N,"3,294.436",N,"8,632.927",N,"8,000.625",N,"6,160.787",N,"5,542.679",N,"4,060.661",N,"8,222.275"
-11.166667,16.5,N,N,"3,207.05",N,"8,522.944",N,"8,130.759",N,"6,293.232",N,"5,579.121",N,"4,073.64",N,"8,132.981"
-11.05,-38.0,N,N,"6,212.703",N,"10,728.348",N,"4,661.497",N,"2,642.051",N,"5,263.713",N,"4,944.746",N,"9,273.23"
-11.016667,-37.783333,N,N,"6,198.426",N,"10,724.88",N,"4,673.608",N,"2,656.897",N,"5,259.615",N,"4,935.171",N,"9,278.19"
-11.0,-63.0,N,N,"7,767.085",N,"10,214.376",N,"3,235.03",N,953.795,N,"5,617.827",N,"5,940.638",N,"8,606.942"
-11.0,14.333333,N,N,"3,293.199",N,"8,635.289",N,"7,986.537",N,"6,152.153",N,"5,528.602",N,"4,048.268",N,"8,238.371"
-11.0,14.833333,N,N,"3,270.93",N,"8,607.874",N,"8,019.068",N,"6,185.305",N,"5,537.538",N,"4,051.096",N,"8,216.252"
-11.0,15.5,N,N,"3,241.543",N,"8,571.264",N,"8,062.449",N,"6,229.49",N,"5,549.609",N,"4,055.227",N,"8,186.551"
-11.0,18.333332,N,N,"3,120.765",N,"8,415.026",N,"8,246.896",N,"6,417.028",N,"5,602.878",N,"4,077.352",N,"8,057.775"
