lat,lon,inUS,Within 500mi of Riyadh,Distance_from_Riyadh(in mi),Within 500mi of Tokyo,Distance_from_Tokyo(in mi),Within 500mi of Mexico City,Distance_from_Mexico City(in mi),Within 500mi of Lima,Distance_from_Lima(in mi),Within 500mi of Reykjavik,Distance_from_Reykjavik(in mi),Within 500mi of Zurich,Distance_from_Zurich(in mi),Within 500mi of Sydney,Distance_from_Sydney(in mi)
26.809168,113.282776,N,N,"4,093.113",N,"1,672.783",N,"8,573.686",N,"11,215.762",N,"5,703.608",N,"5,509.358",N,"4,874.439"
26.813711,113.543816,N,N,"4,108.648",N,"1,658.434",N,"8,563.586",N,"11,206.122",N,"5,708.282",N,"5,519.829",N,"4,866.014"
26.825542,113.684975,N,N,"4,116.888",N,"1,650.376",N,"8,557.592",N,"11,200.322",N,"5,710.183",N,"5,525",N,"4,862.023"
26.843008,113.40137,N,N,"4,099.638",N,"1,665.23",N,"8,567.367",N,"11,209.617",N,"5,703.646",N,"5,512.478",N,"4,872.454"
26.855867,113.8374,N,N,"4,125.484",N,"1,641.104",N,"8,550.151",N,"11,193.043",N,"5,711.073",N,"5,529.669",N,"4,858.755"
26.858002,112.63138,N,N,"4,053.324",N,"1,706.724",N,"8,595.339",N,"11,235.647",N,"5,687.891",N,"5,480.054",N,"4,899.139"
26.85992,112.60617,N,N,"4,051.783",N,"1,708.04",N,"8,596.168",N,"11,236.391",N,"5,687.278",N,"5,478.916",N,"4,900.101"
26.86395,90.26745,N,N,"2,697.82",N,"2,953.594",N,"9,176.511",N,"11,122.963",N,"5,178.62",N,"4,504.528",N,"5,790.954"
26.86932,109.66337,N,N,"3,875.15",N,"1,869.334",N,"8,701.095",N,"11,323.515",N,"5,628.329",N,"5,356.056",N,"5,002.765"
26.87353,112.58853,N,N,"4,050.503",N,"1,708.568",N,"8,596.07",N,"11,236.202",N,"5,686.045",N,"5,477.49",N,"4,901.483"
26.880083,112.6092,N,N,"4,051.632",N,"1,707.229",N,"8,594.943",N,"11,235.125",N,"5,686.014",N,"5,478.006",N,"4,901.164"
26.894964,113.648636,N,N,"4,113.543",N,"1,650.091",N,"8,555.188",N,"11,197.78",N,"5,704.93",N,"5,519.926",N,"4,867.272"
26.899033,89.09951,N,N,"2,626.038",N,"3,018.051",N,"9,188.329",N,"11,072.485",N,"5,146.18",N,"4,449.665",N,"5,845.397"
26.9,-77.73333,N,N,"7,302.652",N,"7,469.415",N,"1,451.151",N,"2,691.446",N,"3,541.404",N,"4,709.193",N,"9,506.654"
26.901943,113.18916,N,N,"4,085.962",N,"1,674.882",N,"8,572.121",N,"11,213.836",N,"5,695.725",N,"5,500.733",N,"4,882.953"
26.91639,113.39,N,N,"4,097.727",N,"1,663.474",N,"8,563.784",N,"11,205.896",N,"5,698.608",N,"5,508.227",N,"4,877.1"
26.916668,-77.63333,N,N,"7,297.134",N,"7,471.632",N,"1,457.388",N,"2,692.492",N,"3,537.536",N,"4,703.916",N,"9,512.802"
26.916668,91.61667,N,N,"2,779.911",N,"2,876.422",N,"9,154.321",N,"11,173.065",N,"5,209.85",N,"4,563.342",N,"5,733.123"
26.92532,109.77492,N,N,"3,880.989",N,"1,861.457",N,"8,694.034",N,"11,317.145",N,"5,626.939",N,"5,357.899",N,"5,001.958"
26.931324,110.95151,N,N,"3,951.502",N,"1,796.466",N,"8,652.346",N,"11,284.449",N,"5,650.167",N,"5,406.733",N,"4,960.94"
26.933332,113.36667,N,N,"4,096.049",N,"1,664.198",N,"8,563.735",N,"11,205.773",N,"5,697.05",N,"5,506.397",N,"4,878.861"
26.943302,113.85997,N,N,"4,125.351",N,"1,637.03",N,"8,544.54",N,"11,187.368",N,"5,705.75",N,"5,526.071",N,"4,863.114"
26.943611,113.128334,N,N,"4,081.632",N,"1,676.858",N,"8,572.115",N,"11,213.608",N,"5,691.825",N,"5,496.09",N,"4,887.404"
26.950338,113.78682,N,N,"4,120.864",N,"1,640.779",N,"8,546.934",N,"11,189.658",N,"5,703.905",N,"5,522.718",N,"4,865.936"
26.95592,113.66137,N,N,"4,113.277",N,"1,647.423",N,"8,551.383",N,"11,193.915",N,"5,701.164",N,"5,517.299",N,"4,870.404"
26.956287,112.368286,N,N,"4,035.965",N,"1,717.972",N,"8,599.625",N,"11,238.767",N,"5,676.353",N,"5,464.161",N,"4,913.715"
26.958944,111.28309,N,N,"3,970.939",N,"1,777.383",N,"8,638.93",N,"11,272.934",N,"5,654.933",N,"5,419.11",N,"4,951.017"
26.959747,113.55581,N,N,"4,106.908",N,"1,653.045",N,"8,555.164",N,"11,197.515",N,"5,698.911",N,"5,512.782",N,"4,874.12"
26.965893,111.24138,N,N,"3,968.329",N,"1,779.457",N,"8,640.037",N,"11,273.769",N,"5,653.653",N,"5,417.023",N,"4,952.857"
26.966234,113.17087,N,N,"4,083.798",N,"1,673.812",N,"8,569.281",N,"11,210.832",N,"5,691.153",N,"5,496.67",N,"4,887.297"
26.99168,113.36062,N,N,"4,094.713",N,"1,662.65",N,"8,560.77",N,"11,202.697",N,"5,693.101",N,"5,503.14",N,"4,882.455"
27.0,89.55,N,N,"2,652.844",N,"2,989.912",N,"9,176.229",N,"11,086.427",N,"5,151.551",N,"4,465.525",N,"5,829.711"
27.0,91.36667,N,N,"2,763.927",N,"2,888.066",N,"9,152.354",N,"11,159.046",N,"5,198.241",N,"4,548.112",N,"5,748.224"
27.021894,90.12291,N,N,"2,687.718",N,"2,957.177",N,"9,167.69",N,"11,108.889",N,"5,164.984",N,"4,490.597",N,"5,804.91"
27.033333,89.083336,N,N,"2,624.04",N,"3,015.107",N,"9,179.392",N,"11,065.096",N,"5,137.349",N,"4,442.698",N,"5,852.401"
27.033333,90.166664,N,N,"2,690.304",N,"2,954.398",N,"9,166.36",N,"11,110.069",N,"5,165.393",N,"4,492.055",N,"5,803.482"
27.033333,90.416664,N,N,"2,705.589",N,"2,940.384",N,"9,163.131",N,"11,120.135",N,"5,171.827",N,"4,503.424",N,"5,792.256"
27.037779,113.721664,N,N,"4,115.502",N,"1,641.499",N,"8,544.64",N,"11,187.158",N,"5,696.924",N,"5,515.537",N,"4,873.186"
27.03795,91.40305,N,N,"2,765.834",N,"2,884.945",N,"9,149.282",N,"11,158.369",N,"5,196.781",N,"4,547.988",N,"5,748.418"
27.049812,113.55087,N,N,"4,105.104",N,"1,650.415",N,"8,550.433",N,"11,192.639",N,"5,692.898",N,"5,507.932",N,"4,879.529"
27.052725,110.5361,N,N,"3,924.691",N,"1,815.572",N,"8,660.202",N,"11,288.861",N,"5,633.949",N,"5,383.254",N,"4,982.344"
27.066668,113.25,N,N,"4,086.857",N,"1,666.282",N,"8,560.811",N,"11,202.355",N,"5,686.067",N,"5,494.742",N,"4,890.494"
27.066944,110.954445,N,N,"3,949.539",N,"1,792.098",N,"8,644.597",N,"11,276.108",N,"5,641.357",N,"5,399.949",N,"4,968.572"
27.07529,89.87688,N,N,"2,672.261",N,"2,969.444",N,"9,167.159",N,"11,096.091",N,"5,155.287",N,"4,476.916",N,"5,818.499"
27.077223,113.02472,N,N,"4,073.227",N,"1,678.246",N,"8,568.644",N,"11,209.593",N,"5,681.068",N,"5,484.958",N,"4,898.619"
27.0775,111.01945,N,N,"3,953.267",N,"1,788.194",N,"8,641.689",N,"11,273.574",N,"5,641.957",N,"5,402.113",N,"4,966.918"
27.082249,111.088104,N,N,"3,957.305",N,"1,784.27",N,"8,638.976",N,"11,271.277",N,"5,643.008",N,"5,404.724",N,"4,964.81"
27.083332,90.85,N,N,"2,731.675",N,"2,914.667",N,"9,153.972",N,"11,134.622",N,"5,179.804",N,"4,520.781",N,"5,775.229"
27.083332,112.95,N,N,"4,068.662",N,"1,682.135",N,"8,571.089",N,"11,211.815",N,"5,679.235",N,"5,481.576",N,"4,901.471"
27.08495,112.374435,N,N,"4,034.237",N,"1,713.572",N,"8,592.269",N,"11,231.058",N,"5,668.035",N,"5,457.815",N,"4,920.93"
27.085194,113.03181,N,N,"4,073.519",N,"1,677.606",N,"8,567.942",N,"11,208.892",N,"5,680.681",N,"5,484.839",N,"4,898.844"
27.085278,113.214455,N,N,"4,084.426",N,"1,667.629",N,"8,561.12",N,"11,202.543",N,"5,684.166",N,"5,492.326",N,"4,892.758"
27.089722,113.30361,N,N,"4,089.676",N,"1,662.622",N,"8,557.54",N,"11,199.164",N,"5,685.574",N,"5,495.75",N,"4,890.051"
27.098904,89.53604,N,N,"2,651.243",N,"2,987.872",N,"9,169.691",N,"11,080.814",N,"5,144.991",N,"4,460.297",N,"5,834.981"
27.1,89.86667,N,N,"2,671.449",N,"2,969.313",N,"9,165.612",N,"11,094.399",N,"5,153.474",N,"4,475.303",N,"5,820.121"
27.100882,110.61848,N,N,"3,928.879",N,"1,809.553",N,"8,654.573",N,"11,283.599",N,"5,632.448",N,"5,384.239",N,"4,982.203"
27.10107,110.99486,N,N,"3,951.424",N,"1,788.82",N,"8,641.236",N,"11,272.856",N,"5,639.928",N,"5,399.891",N,"4,969.116"
27.119122,113.13401,N,N,"4,079.062",N,"1,670.946",N,"8,562.267",N,"11,203.417",N,"5,680.408",N,"5,487.285",N,"4,897.403"
27.123898,111.837975,N,N,"4,001.527",N,"1,741.769",N,"8,609.678",N,"11,245.996",N,"5,655.041",N,"5,433.676",N,"4,941.406"
27.127333,110.85193,N,N,"3,942.452",N,"1,795.881",N,"8,644.828",N,"11,275.374",N,"5,635.371",N,"5,392.611",N,"4,975.576"
27.131666,113.36139,N,N,"4,092.429",N,"1,658.132",N,"8,553.077",N,"11,194.754",N,"5,683.919",N,"5,495.955",N,"4,890.572"
27.137777,113.45583,N,N,"4,097.964",N,"1,652.784",N,"8,549.199",N,"11,191.072",N,"5,685.313",N,"5,499.505",N,"4,887.798"
27.141111,113.67167,N,N,"4,110.788",N,"1,640.907",N,"8,540.894",N,"11,183.182",N,"5,689.185",N,"5,508.158",N,"4,880.861"
27.150557,111.11305,N,N,"3,957.724",N,"1,780.791",N,"8,634.241",N,"11,266.397",N,"5,639.034",N,"5,402.28",N,"4,967.847"
27.168612,113.132774,N,N,"4,078.172",N,"1,669.446",N,"8,559.595",N,"11,200.636",N,"5,677.134",N,"5,484.686",N,"4,900.318"
27.171667,110.86528,N,N,"3,942.559",N,"1,793.785",N,"8,641.851",N,"11,272.28",N,"5,632.738",N,"5,390.91",N,"4,977.639"
27.182777,113.39389,N,N,"4,093.521",N,"1,654.734",N,"8,549.06",N,"11,190.715",N,"5,681.179",N,"5,494.65",N,"4,892.468"
27.185013,109.765434,N,N,"3,876.453",N,"1,854.067",N,"8,679.514",N,"11,301.05",N,"5,609.805",N,"5,344.356",N,"5,016.959"
27.188416,111.409485,N,N,"3,974.868",N,"1,763.315",N,"8,621.517",N,"11,255.303",N,"5,642.409",N,"5,412.645",N,"4,959.79"
27.190277,110.82889,N,N,"3,940.09",N,"1,795.22",N,"8,642.088",N,"11,272.178",N,"5,630.798",N,"5,388.451",N,"4,979.964"
27.194445,111.19444,N,N,"3,961.906",N,"1,774.961",N,"8,628.869",N,"11,261.342",N,"5,637.772",N,"5,403.421",N,"4,967.543"
27.203568,111.48426,N,N,"3,979.101",N,"1,758.735",N,"8,617.984",N,"11,252.135",N,"5,642.888",N,"5,414.969",N,"4,958.088"
27.206364,111.737144,N,N,"3,994.181",N,"1,744.748",N,"8,608.72",N,"11,244.227",N,"5,647.667",N,"5,425.291",N,"4,949.587"
27.21351,112.855995,N,N,"4,060.913",N,"1,683.167",N,"8,567.406",N,"11,207.533",N,"5,668.887",N,"5,471.022",N,"4,912.162"
27.214167,113.02917,N,N,"4,071.239",N,"1,673.672",N,"8,560.946",N,"11,201.597",N,"5,672.162",N,"5,478.094",N,"4,906.415"
27.214722,113.431946,N,N,"4,095.263",N,"1,651.644",N,"8,545.884",N,"11,187.566",N,"5,679.803",N,"5,494.56",N,"4,893.068"
27.215298,111.41095,N,N,"3,974.531",N,"1,762.406",N,"8,619.956",N,"11,253.639",N,"5,640.678",N,"5,411.334",N,"4,961.279"
27.216892,90.657936,N,N,"2,718.891",N,"2,921.647",N,"9,147.559",N,"11,119.99",N,"5,166.496",N,"4,505.839",N,"5,790.148"
27.21779,112.724625,N,N,"4,053",N,"1,690.224",N,"8,572.026",N,"11,211.71",N,"5,666.082",N,"5,465.407",N,"4,916.811"
27.219723,113.56084,N,N,"4,102.867",N,"1,644.449",N,"8,540.774",N,"11,182.723",N,"5,681.92",N,"5,499.572",N,"4,889.1"
27.220278,110.96333,N,N,"3,947.67",N,"1,786.895",N,"8,635.633",N,"11,266.499",N,"5,631.507",N,"5,392.511",N,"4,977.01"
27.226944,111.03,N,N,"3,951.556",N,"1,783.019",N,"8,632.891",N,"11,264.169",N,"5,632.393",N,"5,394.941",N,"4,975.082"
27.22917,-78.33056,N,N,"7,316.798",N,"7,430.82",N,"1,422.695",N,"2,715.156",N,"3,538.309",N,"4,720.348",N,"9,480.904"
27.232903,110.1205,N,N,"3,897.005",N,"1,833.003",N,"8,664.497",N,"11,288.909",N,"5,613.845",N,"5,356.771",N,"5,007.144"
27.2347,109.10899,N,N,"3,836.338",N,"1,888.888",N,"8,699.075",N,"11,313.736",N,"5,593.21",N,"5,314.329",N,"5,043.112"
27.25,91.23333,N,N,"2,753.75",N,"2,888.454",N,"9,137.443",N,"11,140.402",N,"5,179.124",N,"4,530.397",N,"5,766.083"
27.25,91.75,N,N,"2,785.269",N,"2,859.484",N,"9,129.998",N,"11,159.717",N,"5,192.263",N,"4,553.794",N,"5,743.173"
27.26389,111.144165,N,N,"3,957.809",N,"1,775.601",N,"8,626.751",N,"11,258.601",N,"5,632.236",N,"5,397.797",N,"4,973.247"
27.274714,91.23963,N,N,"2,753.938",N,"2,887.404",N,"9,135.692",N,"11,139.298",N,"5,177.731",N,"4,529.53",N,"5,766.981"
27.276112,113.69667,N,N,"4,110.029",N,"1,635.248",N,"8,532.585",N,"11,174.709",N,"5,680.783",N,"5,502.209",N,"4,887.913"
27.2825,113.31,N,N,"4,086.87",N,"1,656.166",N,"8,546.732",N,"11,187.992",N,"5,673.032",N,"5,486.079",N,"4,901.05"
27.292963,112.78455,N,N,"4,055.354",N,"1,684.592",N,"8,565.663",N,"11,205.349",N,"5,662.301",N,"5,464.006",N,"4,919.156"
27.308264,110.949265,N,N,"3,945.458",N,"1,784.987",N,"8,631.165",N,"11,261.526",N,"5,625.475",N,"5,387.449",N,"4,982.518"
27.308563,111.43186,N,N,"3,974.312",N,"1,758.394",N,"8,613.972",N,"11,247.389",N,"5,634.986",N,"5,407.442",N,"4,965.902"
27.31611,113.79,N,N,"4,114.925",N,"1,628.889",N,"8,526.887",N,"11,169.122",N,"5,679.915",N,"5,503.951",N,"4,887.182"
27.333097,91.554245,N,N,"2,772.663",N,"2,868.121",N,"9,127.28",N,"11,147.898",N,"5,182.066",N,"4,541.055",N,"5,755.816"
27.333332,89.183334,N,N,"2,627.997",N,"3,000.977",N,"9,157.887",N,"11,054.216",N,"5,121.163",N,"4,433.361",N,"5,861.892"
27.339167,113.54972,N,N,"4,100.226",N,"1,641.282",N,"8,534.659",N,"11,176.374",N,"5,673.859",N,"5,492.956",N,"4,896.428"
27.346945,110.971664,N,N,"3,946.197",N,"1,782.578",N,"8,628.189",N,"11,258.521",N,"5,623.39",N,"5,386.41",N,"4,983.95"
27.348333,111.08806,N,N,"3,953.136",N,"1,776.119",N,"8,623.987",N,"11,255.092",N,"5,625.603",N,"5,391.169",N,"4,980.009"
27.35,90.53333,N,N,"2,710.271",N,"2,924.875",N,"9,140.227",N,"11,108.027",N,"5,154.945",N,"4,493.99",N,"5,802.024"
27.350292,109.59047,N,N,"3,863.476",N,"1,858.78",N,"8,676.049",N,"11,294.946",N,"5,595.48",N,"5,328.677",N,"5,032.485"
27.354168,113.48139,N,N,"4,095.906",N,"1,644.544",N,"8,536.398",N,"11,177.93",N,"5,671.579",N,"5,489.392",N,"4,899.555"
27.361944,113.09028,N,N,"4,072.466",N,"1,665.696",N,"8,550.546",N,"11,191.028",N,"5,663.627",N,"5,472.995",N,"4,912.959"
27.366112,110.935,N,N,"3,943.708",N,"1,784.018",N,"8,628.403",N,"11,258.393",N,"5,621.41",N,"5,383.913",N,"4,986.312"
27.368523,89.29181,N,N,"2,634.374",N,"2,993.908",N,"9,154.259",N,"11,056.945",N,"5,121.773",N,"4,436.674",N,"5,858.64"
27.373589,109.133766,N,N,"3,835.763",N,"1,883.378",N,"8,690.228",N,"11,304.269",N,"5,584.667",N,"5,308.365",N,"5,050.032"
27.386944,113.535835,N,N,"4,098.61",N,"1,640.54",N,"8,532.565",N,"11,174.161",N,"5,670.456",N,"5,489.925",N,"4,899.67"
27.388056,110.69278,N,N,"3,928.884",N,"1,796.719",N,"8,635.695",N,"11,263.843",N,"5,615.163",N,"5,372.736",N,"4,995.96"
27.4,113.066666,N,N,"4,070.437",N,"1,665.804",N,"8,549.327",N,"11,189.647",N,"5,660.678",N,"5,470.07",N,"4,915.954"
27.403715,111.511536,N,N,"3,977.579",N,"1,751.104",N,"8,605.781",N,"11,239.264",N,"5,630.323",N,"5,405.884",N,"4,968.626"
27.409445,113.344444,N,N,"4,086.837",N,"1,650.303",N,"8,538.483",N,"11,179.565",N,"5,665.348",N,"5,480.948",N,"4,907.296"
27.411388,109.931946,N,N,"3,883.006",N,"1,838.062",N,"8,660.831",N,"11,282.587",N,"5,598.399",N,"5,339.86",N,"5,023.882"
27.412853,112.145256,N,N,"4,015.273",N,"1,715.962",N,"8,582.421",N,"11,219.176",N,"5,642.095",N,"5,431.57",N,"4,947.592"
27.413055,110.81528,N,N,"3,935.824",N,"1,789.205",N,"8,629.972",N,"11,258.892",N,"5,615.965",N,"5,376.555",N,"4,993.135"
27.4175,113.465836,N,N,"4,093.937",N,"1,643.411",N,"8,533.511",N,"11,174.882",N,"5,667.122",N,"5,485.492",N,"4,903.757"
27.428291,112.18338,N,N,"4,017.302",N,"1,713.393",N,"8,580.177",N,"11,217.054",N,"5,641.822",N,"5,432.35",N,"4,947.193"
27.430498,89.41334,N,N,"2,641.361",N,"2,985.355",N,"9,148.649",N,"11,058.805",N,"5,121.04",N,"4,439.34",N,"5,856.063"
27.449444,110.97305,N,N,"3,944.694",N,"1,779.402",N,"8,622.352",N,"11,252.21",N,"5,616.715",N,"5,381.252",N,"4,989.753"
27.45814,109.659195,N,N,"3,865.979",N,"1,851.766",N,"8,667.513",N,"11,286.432",N,"5,589.84",N,"5,326.101",N,"5,036.141"
27.46,113.406944,N,N,"4,089.731",N,"1,645.307",N,"8,533.38",N,"11,174.517",N,"5,663.213",N,"5,480.896",N,"4,908.175"
27.473932,89.63531,N,N,"2,654.599",N,"2,971.702",N,"9,143.09",N,"11,065.655",N,"5,124.06",N,"4,447.43",N,"5,848.111"
27.48,111.1425,N,N,"3,954.346",N,"1,769.134",N,"8,614.634",N,"11,245.494",N,"5,618.067",N,"5,386.721",N,"4,985.658"
27.486155,89.89915,N,N,"2,670.603",N,"2,956.582",N,"9,139.074",N,"11,075.687",N,"5,130.101",N,"4,458.862",N,"5,836.84"
27.48639,113.14056,N,N,"4,073.434",N,"1,659.075",N,"8,541.834",N,"11,182.167",N,"5,656.415",N,"5,468.65",N,"4,918.52"
27.486668,110.943886,N,N,"3,942.377",N,"1,779.892",N,"8,621.279",N,"11,250.755",N,"5,613.703",N,"5,378.148",N,"4,992.885"
27.486767,110.069016,N,N,"3,890.073",N,"1,828.234",N,"8,651.799",N,"11,274.353",N,"5,596.239",N,"5,341.762",N,"5,023.336"
27.487223,110.88611,N,N,"3,938.916",N,"1,783.064",N,"8,623.283",N,"11,252.349",N,"5,612.522",N,"5,375.724",N,"4,994.913"
27.494444,113.375,N,N,"4,087.265",N,"1,645.985",N,"8,532.681",N,"11,173.661",N,"5,660.344",N,"5,477.817",N,"4,911.234"
27.5,90.13333,N,N,"2,684.781",N,"2,943.075",N,"9,135.231",N,"11,084.313",N,"5,135.262",N,"4,468.861",N,"5,827.001"
27.5026,90.50716,N,N,"2,707.547",N,"2,922.058",N,"9,130.269",N,"11,098.878",N,"5,144.697",N,"4,485.712",N,"5,810.422"
27.516666,89.4,N,N,"2,639.956",N,"2,983.68",N,"9,142.958",N,"11,053.84",N,"5,115.299",N,"4,434.745",N,"5,860.702"
27.521389,110.748055,N,N,"3,930.143",N,"1,789.664",N,"8,626.202",N,"11,254.093",N,"5,607.548",N,"5,368.257",N,"5,001.638"
27.528334,113.53972,N,N,"4,096.516",N,"1,635.915",N,"8,524.679",N,"11,166.008",N,"5,661.238",N,"5,482.793",N,"4,907.784"
27.528889,113.48778,N,N,"4,093.416",N,"1,638.741",N,"8,526.588",N,"11,167.787",N,"5,660.219",N,"5,480.646",N,"4,909.525"
27.54889,110.69667,N,N,"3,926.653",N,"1,791.681",N,"8,626.444",N,"11,253.811",N,"5,604.73",N,"5,364.727",N,"5,004.986"
27.548994,113.3372,N,N,"4,084.124",N,"1,646.365",N,"8,531.093",N,"11,171.85",N,"5,656.043",N,"5,473.464",N,"4,915.657"
27.549183,90.7525,N,N,"2,722.155",N,"2,907.009",N,"9,123.888",N,"11,105.87",N,"5,148.053",N,"4,494.676",N,"5,801.702"
27.55464,113.10259,N,N,"4,070.065",N,"1,659.05",N,"8,539.482",N,"11,179.53",N,"5,651.21",N,"5,463.586",N,"4,923.744"
27.555555,111.07528,N,N,"3,949.164",N,"1,770.573",N,"8,612.751",N,"11,242.808",N,"5,611.798",N,"5,380.09",N,"4,992.29"
27.55844,109.96333,N,N,"3,882.676",N,"1,831.958",N,"8,651.344",N,"11,272.539",N,"5,589.435",N,"5,333.727",N,"5,031.104"
27.564722,113.25806,N,N,"4,079.157",N,"1,650.216",N,"8,533.168",N,"11,173.663",N,"5,653.507",N,"5,469.422",N,"4,919.186"
27.581388,113.34889,N,N,"4,084.292",N,"1,644.724",N,"8,528.88",N,"11,169.596",N,"5,654.137",N,"5,472.273",N,"4,917.158"
27.58361,89.86183,N,N,"2,667.649",N,"2,955.944",N,"9,132.932",N,"11,069.101",N,"5,123.031",N,"4,452.651",N,"5,843.102"
27.584248,110.93634,N,N,"3,940.427",N,"1,777.387",N,"8,616.029",N,"11,244.981",N,"5,607.174",N,"5,372.873",N,"4,998.716"
27.591944,111.01444,N,N,"3,944.972",N,"1,772.844",N,"8,612.843",N,"11,242.308",N,"5,608.216",N,"5,375.718",N,"4,996.464"
27.6,89.583336,N,N,"2,650.568",N,"2,971.081",N,"9,135.162",N,"11,057.023",N,"5,114.819",N,"4,439.232",N,"5,856.367"
27.6,113.1,N,N,"4,069.176",N,"1,657.798",N,"8,537.08",N,"11,177.003",N,"5,648.182",N,"5,461.147",N,"4,926.465"
27.603333,113.568886,N,N,"4,097.024",N,"1,631.996",N,"8,519.483",N,"11,160.732",N,"5,656.861",N,"5,480.116",N,"4,911.2"
27.611603,91.498,N,N,"2,767.082",N,"2,863.491",N,"9,109.383",N,"11,130.456",N,"5,163.124",N,"4,525.527",N,"5,771.628"
27.621767,112.226074,N,N,"4,016.778",N,"1,705.153",N,"8,567.857",N,"11,204.255",N,"5,629.968",N,"5,424.201",N,"4,956.912"
27.623333,113.24556,N,N,"4,077.462",N,"1,649.098",N,"8,530.409",N,"11,170.727",N,"5,649.42",N,"5,465.894",N,"4,923.008"
27.633333,113.333336,N,N,"4,082.522",N,"1,643.978",N,"8,526.604",N,"11,167.157",N,"5,650.43",N,"5,468.963",N,"4,920.695"
27.638853,112.77683,N,N,"4,049.312",N,"1,674.351",N,"8,546.832",N,"11,185.516",N,"5,639.456",N,"5,445.925",N,"4,939.455"
27.652237,113.457375,N,N,"4,089.593",N,"1,636.597",N,"8,520.957",N,"11,161.813",N,"5,651.539",N,"5,473.05",N,"4,917.713"
27.659483,110.14355,N,N,"3,891.937",N,"1,819",N,"8,639.367",N,"11,261.605",N,"5,586.462",N,"5,336.121",N,"5,030.519"
27.666668,91.46667,N,N,"2,764.763",N,"2,863.719",N,"9,106.13",N,"11,126.262",N,"5,158.867",N,"4,521.547",N,"5,775.646"
27.666668,113.5,N,N,"4,091.893",N,"1,633.818",N,"8,518.58",N,"11,159.518",N,"5,651.397",N,"5,474.044",N,"4,917.154"
27.66787,91.18393,N,N,"2,747.552",N,"2,879.531",N,"9,110.022",N,"11,115.743",N,"5,151.605",N,"4,508.701",N,"5,788.204"
27.668669,111.45479,N,N,"3,970.065",N,"1,746.246",N,"8,592.926",N,"11,224.935",N,"5,611.868",N,"5,390.025",N,"4,985.758"
27.679443,113.05583,N,N,"4,065.266",N,"1,657.791",N,"8,534.332",N,"11,173.901",N,"5,642.124",N,"5,455.256",N,"4,932.544"
27.681864,112.62629,N,N,"4,039.662",N,"1,681.318",N,"8,549.959",N,"11,187.919",N,"5,633.745",N,"5,437.55",N,"4,946.967"
27.687243,111.80547,N,N,"3,990.683",N,"1,726.348",N,"8,579.361",N,"11,213.351",N,"5,617.509",N,"5,403.542",N,"4,974.895"
27.688334,111.66417,N,N,"3,982.244",N,"1,734.107",N,"8,584.357",N,"11,217.539",N,"5,614.68",N,"5,397.662",N,"4,979.755"
27.690277,113.32139,N,N,"4,080.888",N,"1,642.887",N,"8,523.918",N,"11,164.301",N,"5,646.463",N,"5,465.544",N,"4,924.404"
27.7,89.85,N,N,"2,666.138",N,"2,953.361",N,"9,125.195",N,"11,062.537",N,"5,115.432",N,"4,446.726",N,"5,849.112"
27.7,90.78333,N,N,"2,722.945",N,"2,901.085",N,"9,113.308",N,"11,098.907",N,"5,139.372",N,"4,489.068",N,"5,807.496"
27.702919,113.15202,N,N,"4,070.61",N,"1,651.795",N,"8,529.489",N,"11,169.315",N,"5,642.415",N,"5,457.979",N,"4,930.727"
27.704702,113.80591,N,N,"4,109.457",N,"1,615.889",N,"8,505.078",N,"11,146.687",N,"5,654.665",N,"5,484.537",N,"4,909.363"
27.709507,92.84716,N,N,"2,848.363",N,"2,785.141",N,"9,082.411",N,"11,172.262",N,"5,190.984",N,"4,581.832",N,"5,717.143"
27.722725,111.99774,N,N,"4,001.585",N,"1,714.688",N,"8,570.471",N,"11,205.358",N,"5,618.926",N,"5,409.646",N,"4,970.432"
27.734722,113.577225,N,N,"4,095.376",N,"1,627.498",N,"8,511.974",N,"11,152.969",N,"5,648.384",N,"5,473.682",N,"4,918.591"
27.742779,111.295555,N,N,"3,959.428",N,"1,752.831",N,"8,594.404",N,"11,225.065",N,"5,603.893",N,"5,379.671",N,"4,995.445"
27.75,91.183334,N,N,"2,746.92",N,"2,877.289",N,"9,104.503",N,"11,111.216",N,"5,146.429",N,"4,504.856",N,"5,792.148"
27.752934,111.676384,N,N,"3,981.969",N,"1,731.506",N,"8,580.297",N,"11,213.28",N,"5,610.689",N,"5,394.869",N,"4,983.051"
27.765436,112.92683,N,N,"4,056.212",N,"1,662.266",N,"8,534.33",N,"11,173.205",N,"5,634.018",N,"5,445.564",N,"4,941.812"
27.770279,113.61916,N,N,"4,097.29",N,"1,624.111",N,"8,508.464",N,"11,149.492",N,"5,646.838",N,"5,473.557",N,"4,919.294"
27.7721,109.69217,N,N,"3,863.302",N,"1,840.722",N,"8,648.371",N,"11,265.718",N,"5,570.031",N,"5,311.616",N,"5,052.716"
27.790516,110.63221,N,N,"3,919.143",N,"1,788.101",N,"8,614.982",N,"11,240.601",N,"5,587.66",N,"5,349.783",N,"5,020.983"
27.791668,113.415,N,N,"4,084.812",N,"1,634.658",N,"8,514.877",N,"11,155.294",N,"5,641.576",N,"5,464.14",N,"4,927.231"
27.796745,113.65969,N,N,"4,099.268",N,"1,621.081",N,"8,505.504",N,"11,146.58",N,"5,645.863",N,"5,473.841",N,"4,919.514"
